"","purpose","users","own_country","orbital_class","orbit_type","longitude","perigee","apogee","eccentricity","inclination","period","launch_mass","launch_date","lifetime","launch_site","new_name","launch_year","group_label","height","velocity","color","mean_alt","Count","unit","new_users","new_purpose"
"112","Communications","Commercial","Thailand","GEO","Unlisted",79,35843,35890,0.000556,0.03,1440.09,3025,2016-05-27,15,"Cape Canaveral","Thaicom-8",2016,"World",35890000,17655.2948514376,"#D3E8E9",35866,5,1,"Commercial","Communications"
"113","Communications","Government/Military","Mexico","GEO","Unlisted",-115,35784,35791,8.3e-05,0.07,1436.16,2900,2012-12-19,15,"Guiana Space Center","Mexsat-3",2012,"World",35791000,17655.4312801345,"#D8EAE8",35788,4,1,"Government","Communications"
"114","Communications","Commercial","Norway","GEO","Unlisted",-4,35777,35795,0.000213,0.07,1436.07,1400,1998-06-10,12,"Cape Canaveral","Thor-3",1998,"World",35795000,17655.4257678026,"#F9F9A3",35786,6,1,"Commercial","Communications"
"115","Communications","Commercial","USA","LEO","Non-Polar Inclined",0,1412,1415,0.000193,52,114.1,450,2007-10-20,10,"Baikonur Cosmodrome","Globalstar M066",2007,"USA",1415000,17702.9958059407,"#FAD321",1414,575,1,"Commercial","Communications"
"116","Communications","Commercial","Argentina","LEO","Non-Polar Inclined",0,610,668,0.00414,64.6,97.5,NA,2002-12-20,NA,"Baikonur Cosmodrome","LatinSat A",2002,"World",668000,17704.0336680798,NA,639,11,1,"Commercial","Communications"
"117","Communications","Commercial","USA","GEO","Unlisted",-103,35685,35809,0.00147,0.1,1434.07,5500,2015-05-27,15,"Guiana Space Center","DirecTV-15",2015,"USA",35809000,17655.4064746816,"#A4D4E3",35747,575,1,"Commercial","Communications"
"118","Communications","Civil","China","LEO","Sun-Synchronous",0,1193,1205,0.000793,100.3,109.4,60,2009-12-15,NA,"Taiyuan Launch Center","XW-1",2009,"World",1205000,17703.2875559696,"#FA5707",1199,191,1,"Civil","Communications"
"119","Communications","Commercial","Canada","GEO","Unlisted",-91,35779,35793,0.000166,0.01,1436.08,3600,2002-12-29,12,"Baikonur Cosmodrome","Nimiq 2",2002,"World",35793000,17655.4285239679,"#C2E1E9",35786,32,1,"Commercial","Communications"
"120","Communications","Government","India","GEO","Unlisted",74,35763,35810,0.000557,0.23,1436.1,1982,2014-01-05,12,"Satish Dhawan Space Center","GSAT-14",2014,"World",35810000,17655.405096604,"#F5F6D3",35786,42,1,"Government","Communications"
"121","Communications","Commercial","Russia","GEO","Unlisted",103,35777,35795,0.000213,0.09,1436.1,2600,2005-06-24,12,"Baikonur Cosmodrome","Express-AM3",2005,"World",35795000,17655.4257678026,"#E0EDE8",35786,133,1,"Commercial","Communications"
"122","Communications","Commercial","United Kingdom","GEO","Unlisted",-125,35609,35642,0.000393,0.06,1427.91,2066,1997-06-03,13,"Guiana Space Center","INMARSAT 3 F4",1997,"World",35642000,17655.6366181758,"#F4F5DC",35626,40,1,"Commercial","Communications"
"123","Communications","Commercial","United Kingdom","GEO","Unlisted",178,35761,35810,0.000581,0.09,1436.07,2074,1996-12-18,13,"Cape Canaveral","INMARSAT 3 F3",1996,"World",35810000,17655.405096604,"#F4F5DC",35786,40,1,"Commercial","Communications"
"124","Communications","Commercial","Kazakhstan","GEO","Unlisted",59,35784,35789,5.93e-05,0.12,1436.08,NA,2014-04-28,15,"Baikonur Cosmodrome","KazSat-3",2014,"World",35789000,17655.4340363024,NA,35786,4,1,"Commercial","Communications"
"125","Communications","Commercial","USA","GEO","Unlisted",180,35775,35797,0.000261,0.01,1436.08,3642,1993-10-22,NA,"Guiana Space Center","Intelsat 701",1993,"USA",35797000,17655.4230116386,"#C1E1E9",35786,575,1,"Commercial","Communications"
"126","Communications","Commercial","United Kingdom","MEO","Equatorial",0,8063,8068,0.000173,0.04,287.93,650,2014-12-18,NA,"Guiana Space Center","O3B FM09",2014,"World",8068000,17693.7603477373,"#FBE428",8066,40,1,"Commercial","Communications"
"127","Communications","Commercial","USA","GEO","Unlisted",-101,35774,35798,0.000285,0.03,1436.1,5500,2006-10-13,15,"Guiana Space Center","DirecTV-9S",2006,"USA",35798000,17655.4216335571,"#A4D4E3",35786,575,1,"Commercial","Communications"
"128","Communications","Commercial","Multinational","GEO","Unlisted",36,35754,35817,0.000747,0.07,1436.06,2500,2000-04-17,NA,"Baikonur Cosmodrome","Eutelsat 16C",2000,"World",35817000,17655.3954500695,"#E3EFE8",35786,66,1,"Commercial","Communications"
"129","Communications","Commercial","Luxembourg","GEO","Unlisted",19,35778,35797,0.000225,0.03,1436.15,3010,1996-04-18,15,"Baikonur Cosmodrome","Astra 1F",1996,"World",35797000,17655.4230116386,"#D3E8E9",35788,18,1,"Commercial","Communications"
"130","Communications","Commercial","United Kingdom","GEO","Unlisted",25,35769,35803,0.000403,0.04,1436.07,2000,1998-02-04,13,"Guiana Space Center","INMARSAT 3 F5",1998,"World",35803000,17655.4147431543,"#F4F6D6",35786,40,1,"Commercial","Communications"
"131","Communications","Commercial","Luxembourg","GEO","Unlisted",32,35787,35793,7.12e-05,0.05,1436.26,5724,2014-03-22,15,"Guiana Space Center","Astra 5B",2014,"World",35793000,17655.4285239679,"#A2D4E3",35790,18,1,"Commercial","Communications"
"132","Communications","Commercial","Russia/Multinational","GEO","Unlisted",53,35781,35790,0.000107,0.02,1436.06,2600,2003-12-28,12,"Baikonur Cosmodrome","Express AM22",2003,"World",35790000,17655.4326582183,"#E0EDE8",35786,1,1,"Commercial","Communications"
"133","Communications","Commercial","USA","LEO","Non-Polar Inclined",0,1370,1391,0.00135,52.01,113.96,700,2013-02-06,15,"Baikonur Cosmodrome","Globalstar M097",2013,"USA",1391000,17703.0291480711,"#FBF36B",1380,575,1,"Commercial","Communications"
"134","Communications","Commercial","Multinational","GEO","Unlisted",138,35778,35795,0.000202,0.01,1436.1,4640,2004-06-29,13,"Sea Launch (Odyssey)","Telstar 18",2004,"World",35795000,17655.4257678026,"#AED7E6",35786,66,1,"Commercial","Communications"
"135","Communications","Commercial","Luxembourg","GEO","Unlisted",19,35780,35791,0.00013,0.04,1436.08,3379,1997-12-02,15,"Baikonur Cosmodrome","Astra 1G",1997,"World",35791000,17655.4312801345,"#C6E3E9",35786,18,1,"Commercial","Communications"
"136","Communications","Government/Commercial","USA","LEO","Polar",0,776,779,0.00021,86.4,100.4,689,1998-12-19,8,"Taiyuan Launch Center","Iridium 11A",1998,"USA",779000,17703.8794360544,"#FBEE55",778,575,1,"Government","Communications"
"137","Communications","Civil","China","LEO","Sun-Synchronous",0,520,540,0.00145,97.46,95.23,2,2015-09-19,NA,"Taiyuan Launch Center","XW-2F",2015,"World",540000,17704.2115262305,"#FB1208",530,191,1,"Civil","Communications"
"138","Communications","Commercial","Canada","GEO","Unlisted",-107,35777,35795,0.000213,0.02,1436.1,4500,2005-09-09,15,"Baikonur Cosmodrome","Anik F1R",2005,"World",35795000,17655.4257678026,"#B1D9E6",35786,32,1,"Commercial","Communications"
"139","Communications","Commercial","Luxembourg","GEO","Unlisted",28,35715,35780,0.000772,0.12,1434.1,5350,2011-08-06,15,"Guiana Space Center","Astra 1N",2011,"World",35780000,17655.4464390738,"#A5D4E4",35748,18,1,"Commercial","Communications"
"140","Communications","Commercial","Luxembourg","GEO","Unlisted",24,35768,35806,0.000451,0.08,1436.11,5471,2010-05-21,15,"Guiana Space Center","Astra 3B",2010,"World",35806000,17655.4106089165,"#A4D4E4",35787,18,1,"Commercial","Communications"
"141","Communications","Commercial","Japan","GEO","Unlisted",135,35772,35799,0.00032,0.06,1436.08,1625,2002-07-05,15,"Guiana Space Center","N-Star C",2002,"World",35799000,17655.4202554759,"#F7F7BF",35786,60,1,"Commercial","Communications"
"142","Communications","Commercial","USA","GEO","Unlisted",-111,35783,35791,9.49e-05,5.94,1436.11,6910,2009-07-01,15,"Guiana Space Center","TerraStar 1",2009,"USA",35791000,17655.4312801345,"#9BD2E1",35787,575,1,"Commercial","Communications"
"143","Communications","Commercial","USA","LEO","Non-Polar Inclined",0,1407,1412,0.000321,52,114,450,1998-02-14,10,"Cape Canaveral","Globalstar M004",1998,"USA",1412000,17702.9999736967,"#FAD321",1410,575,1,"Commercial","Communications"
"144","Communications","Commercial","Netherlands","GEO","Unlisted",57,35779,35793,0.000166,0.06,1436.08,NA,2009-10-29,15,"Guiana Space Center","NSS-12",2009,"World",35793000,17655.4285239679,NA,35786,10,1,"Commercial","Communications"
"145","Communications","Commercial","Malaysia","GEO","Unlisted",92,35778,35794,0.00019,0,1436.1,4900,2006-12-11,15,"Baikonur Cosmodrome","Measat 3",2006,"World",35794000,17655.4271458851,"#A9D5E5",35786,4,1,"Commercial","Communications"
"146","Communications","Commercial","USA","GEO","Unlisted",-131,35774,35797,0.000273,0.04,1436.07,2340,2004-05-19,15,"Cape Canaveral","AMC-11",2004,"USA",35797000,17655.4230116386,"#EAF1E7",35786,575,1,"Commercial","Communications"
"147","Communications","Commercial","USA","LEO","Non-Polar Inclined",0,1477,1478,6.37e-05,52,114.1,450,1999-10-18,10,"Baikonur Cosmodrome","Globalstar M031",1999,"USA",1478000,17702.9082837446,"#FAD321",1478,575,1,"Commercial","Communications"
"148","Communications","Commercial","USA","GEO","Unlisted",-97,35776,35796,0.000237,0.05,1436.1,4690,2008-09-24,15,"Sea Launch (Odyssey)","Galaxy-19",2008,"USA",35796000,17655.4243897204,"#ADD7E6",35786,575,1,"Commercial","Communications"
"149","Communications","Commercial","USA","LEO","Non-Polar Inclined",0,620,739,0.00844,47,98.34,172,2014-07-14,5,"Cape Canaveral","ORBCOMM OG2 FM-109",2014,"USA",739000,17703.9350146981,"#FA8C0C",680,575,1,"Commercial","Communications"
"150","Communications","Commercial","USA","GEO","Unlisted",-93,35771,35801,0.000356,0.03,1436.08,3515,1997-05-24,13,"Baikonur Cosmodrome","Galaxy-25",1997,"USA",35801000,17655.4174993144,"#C3E2E9",35786,575,1,"Commercial","Communications"
"151","Communications","Civil","China","LEO","Sun-Synchronous",0,519,538,0.00138,97.46,95.2,2,2015-09-19,NA,"Taiyuan Launch Center","XW-2E",2015,"World",538000,17704.2143053067,"#FB1208",528,191,1,"Civil","Communications"
"152","Communications","Military","USA","GEO","Unlisted",-53,35760,35814,0.00064,0.05,1436.1,1156,2003-08-29,10,"Cape Canaveral","DSCS III-B6",2003,"USA",35814000,17655.3995842966,"#FBFA95",35787,575,1,"Military","Communications"
"153","Communications","Commercial","USA","LEO","Non-Polar Inclined",0,1411,1416,0.000321,52,114.1,450,2007-05-29,10,"Baikonur Cosmodrome","Globalstar M065",2007,"USA",1416000,17702.9944166893,"#FAD321",1414,575,1,"Commercial","Communications"
"154","Communications","Commercial","USA","LEO","Non-Polar Inclined",0,1413,1414,6.42e-05,52,114.1,450,2000-02-08,10,"Cape Canaveral","Globalstar M063",2000,"USA",1414000,17702.9971951923,"#FAD321",1414,575,1,"Commercial","Communications"
"155","Communications","Commercial","USA","LEO","Non-Polar Inclined",0,1413,1414,6.42e-05,52,114.1,700,2010-10-19,15,"Baikonur Cosmodrome","Globalstar M079",2010,"USA",1414000,17702.9971951923,"#FBF36B",1414,575,1,"Commercial","Communications"
"156","Communications","Commercial","USA","LEO","Non-Polar Inclined",0,1411,1416,0.000321,52,114.1,450,2007-05-29,10,"Baikonur Cosmodrome","Globalstar M069",2007,"USA",1416000,17702.9944166893,"#FAD321",1414,575,1,"Commercial","Communications"
"157","Communications","Commercial/Gov/Mil","Spain","GEO","Unlisted",-30,35764,35808,0.000522,0.03,1436.08,3112,2000-02-04,15,"Cape Canaveral","Hispasat 1C",2000,"World",35808000,17655.4078527596,"#D0E7E9",35786,15,1,"Commercial","Communications"
"158","Communications","Commercial","USA","GEO","Unlisted",-72,35778,35795,0.000202,0.05,1436.12,3901,2000-10-22,15,"Baikonur Cosmodrome","AMC-6",2000,"USA",35795000,17655.4257678026,"#BCDEE8",35786,575,1,"Commercial","Communications"
"159","Communications","Commercial","USA","GEO","Unlisted",-137,35773,35798,0.000297,0.01,1436.08,1935,2000-09-14,15,"Guiana Space Center","AMC-7",2000,"USA",35798000,17655.4216335571,"#F5F6D0",35786,575,1,"Commercial","Communications"
"160","Communications","Government","China","GEO","Unlisted",92,35759,35812,0.000629,0.03,1436.1,NA,2008-06-09,NA,"Xichang Satellite Launch Center","Zhongxing 9",2008,"World",35812000,17655.4023404497,NA,35786,191,1,"Government","Communications"
"161","Communications","Commercial/Government","China","GEO","Unlisted",NA,35787,35801,0.000166,0.5,1436.1,5200,2015-11-03,15,"Xichang Satellite Launch Center","ChinaSat 2C",2015,"World",35801000,17655.4174993144,"#A6D4E4",35794,191,1,"Commercial","Communications"
"162","Communications","Commercial/Government","Russia","LEO","Polar",0,1497,1508,0.000699,82.4,116,280,2015-03-31,NA,"Plesetsk Cosmodrome","Gonets M-11",2015,"World",1508000,17702.8666069647,"#FAB317",1502,133,1,"Commercial","Communications"
"163","Communications","Commercial","USA","GEO","Unlisted",-50,35785,35788,3.56e-05,0.09,1436.11,6500,2016-01-27,15,"Guiana Space Center","Intelsat 29E",2016,"USA",35788000,17655.4354143868,"#9CD2E1",35786,575,1,"Commercial","Communications"
"164","Communications","Commercial","Multinational","GEO","Unlisted",159,35777,35794,0.000202,0.01,1436.08,2894,1999-09-26,15,"Baikonur Cosmodrome","ABS-6",1999,"World",35794000,17655.4271458851,"#D9EBE8",35786,66,1,"Commercial","Communications"
"165","Communications","Commercial","Multinational","GEO","Unlisted",-12,35768,35805,0.000439,0.11,1436.1,2700,2002-08-28,15,"Guiana Space Center","Eutelsat 12 West-A",2002,"World",35805000,17655.4119869955,"#DDECE8",35786,66,1,"Commercial","Communications"
"166","Communications","Commercial/Government","Russia","LEO","Polar",0,1478,1509,0.00197,82.51,115.84,280,2014-07-03,NA,"Plesetsk Cosmodrome","Gonets M-20",2014,"World",1509000,17702.8652177438,"#FAB317",1494,133,1,"Commercial","Communications"
"167","Communications","Commercial","Multinational","GEO","Unlisted",33,35788,35794,7.12e-05,0.07,1436.1,2950,2001-03-08,12,"Guiana Space Center","Eutelsat 33C",2001,"World",35794000,17655.4271458851,"#D6EAE8",35791,66,1,"Commercial","Communications"
"168","Communications","Commercial/Government","Russia","LEO","Polar",0,1497,1510,0.000826,82.5,116.1,270,2010-09-08,NA,"Plesetsk Cosmodrome","Gonets M-05",2010,"World",1510000,17702.8638285232,"#FAA513",1504,133,1,"Commercial","Communications"
"169","Communications","Commercial","Spain","GEO","Unlisted",-61,35776,35797,0.000249,0.04,1436.1,4545,2004-08-04,15,"Baikonur Cosmodrome","Amazonas-1",2004,"World",35797000,17655.4230116386,"#B0D8E6",35786,15,1,"Commercial","Communications"
"170","Communications","Commercial","USA","GEO","Unlisted",60,35782,35789,8.3e-05,0.01,1436.07,4680,2002-02-23,13,"Baikonur Cosmodrome","Intelsat 904",2002,"USA",35789000,17655.4340363024,"#AED7E6",35786,575,1,"Commercial","Communications"
"171","Communications","Commercial/Government","China","GEO","Unlisted",116,35777,35797,0.000237,0.05,1436.1,4600,2007-07-06,15,"Xichang Satellite Launch Center","ChinaSat 6B",2007,"World",35797000,17655.4230116386,"#AFD8E6",35787,191,1,"Commercial","Communications"
"172","Communications","Commercial","USA","LEO","Non-Polar Inclined",0,787,796,0.000628,45,100.7,45,1998-08-02,5,"Wallops Island Flight Facility","ORBCOMM FM-18",1998,"USA",796000,17703.8558152894,"#FB4A08",792,575,1,"Commercial","Communications"
"173","Communications","Commercial/Government","Russia","LEO","Polar",0,1494,1506,0.000762,82.4,116,280,2015-03-31,NA,"Plesetsk Cosmodrome","Gonets M-12",2015,"World",1506000,17702.8693854075,"#FAB317",1500,133,1,"Commercial","Communications"
"174","Communications","Civil","Germany","LEO","Sun-Synchronous",0,593,700,0.00762,97.8,97.6,1,2013-11-21,NA,"Dombarovsky Air Base","UWE-3",2013,"World",7e+05,17703.9892043797,"#FB1108",646,24,1,"Civil","Communications"
"175","Communications","Commercial/Government","Russia","LEO","Polar",0,1478,1510,0.00203,82.5,115.9,270,2012-07-28,NA,"Plesetsk Cosmodrome","Gonets M-03",2012,"World",1510000,17702.8638285232,"#FAA513",1494,133,1,"Commercial","Communications"
"176","Communications","Commercial","Multinational","GEO","Unlisted",-7,35774,35799,0.000297,0.06,1436.09,4600,2011-09-24,15,"Sea Launch (Odyssey)","Eutelsat 7 West-A",2011,"World",35799000,17655.4202554759,"#AFD8E6",35786,66,1,"Commercial","Communications"
"177","Communications","Commercial","China","GEO","Unlisted",77,35864,35874,0.000118,0.03,1440.31,5054,2012-03-31,15,"Xichang Satellite Launch Center","Apstar 7",2012,"World",35874000,17655.3169003057,"#A7D5E5",35869,191,1,"Commercial","Communications"
"178","Communications","Government/Commercial","USA","LEO","Polar",0,776,779,0.00021,86.4,100.4,689,1998-11-06,8,"Vandenberg AFB","Iridium 83",1998,"USA",779000,17703.8794360544,"#FBEE55",778,575,1,"Government","Communications"
"179","Communications","Commercial","USA","GEO","Unlisted",-93,35773,35799,0.000308,5.73,1436.1,6600,2008-04-14,15,"Cape Canaveral","Echostar G1",2008,"USA",35799000,17655.4202554759,"#9CD2E1",35786,575,1,"Commercial","Communications"
"180","Communications","Commercial","USA","LEO","Non-Polar Inclined",0,786,796,0.000698,45,100.7,45,1999-12-04,5,"Wallops Island Flight Facility","ORBCOMM FM-32",1999,"USA",796000,17703.8558152894,"#FB4A08",791,575,1,"Commercial","Communications"
"181","Communications","Commercial","Netherlands","GEO","Unlisted",108,35776,35798,0.000261,0.07,1436.15,3582,2000-10-02,15,"Baikonur Cosmodrome","NSS-11",2000,"World",35798000,17655.4216335571,"#C3E2E9",35787,10,1,"Commercial","Communications"
"182","Communications","Commercial","Multinational","GEO","Unlisted",7,35769,35802,0.000391,0.06,1436.07,4300,2004-03-15,15,"Baikonur Cosmodrome","Eutelsat 7A",2004,"World",35802000,17655.4161212342,"#B5DBE7",35786,66,1,"Commercial","Communications"
"183","Communications","Commercial","USA","GEO","Unlisted",21,35770,35802,0.00038,0.03,1436.09,2704,1998-10-28,15,"Guiana Space Center","Afristar",1998,"USA",35802000,17655.4161212342,"#DDECE8",35786,575,1,"Commercial","Communications"
"184","Communications","Commercial","USA","GEO","Unlisted",-103,35772,35800,0.000332,0.03,1436.1,2783,1996-09-08,15,"Cape Canaveral","AMC-1",1996,"USA",35800000,17655.418877395,"#DBEBE8",35786,575,1,"Commercial","Communications"
"185","Communications","Commercial","USA","GEO","Unlisted",-135,35775,35797,0.000261,0.01,1436.09,2315,2004-02-05,15,"Cape Canaveral","AMC-10",2004,"USA",35797000,17655.4230116386,"#EAF1E7",35786,575,1,"Commercial","Communications"
